0.004608,0.1549,0.0937,0.1135,0.214
0.004864,0.0143,0.0473,0.1033,0.114
0.006529,-0.0397,-0.0044,0.1219,0.128
0.011206,-0.0025,-0.1376,-0.0213,0.139
0.017070,0.0111,-0.1805,-0.1640,0.244
0.021143,-0.0223,-0.2428,-0.2349,0.339
0.026086,-0.0216,-0.2483,-0.2490,0.352
0.031088,-0.1013,-0.1879,-0.2255,0.310
0.036059,-0.1420,-0.1426,-0.1979,0.282
0.041933,-0.1109,-0.0935,-0.2182,0.262
0.046120,-0.1227,-0.1068,-0.2384,0.289
0.051085,-0.1820,-0.0821,-0.2298,0.304
0.056059,-0.1696,-0.0718,-0.2020,0.273
0.062168,-0.1194,-0.0378,-0.2220,0.255
0.065974,-0.0456,-0.0371,-0.2042,0.213
0.071073,0.0421,0.0160,-0.2299,0.234
0.075867,0.0390,0.0356,-0.1895,0.197
0.080761,0.0408,0.0694,-0.1971,0.213
0.085826,0.0903,0.0649,-0.1623,0.197
0.090673,0.1538,0.0796,-0.1566,0.233
0.095909,0.1410,0.0608,-0.1421,0.209
0.100842,0.1620,0.0468,-0.1568,0.230
0.105737,0.2023,-0.0151,-0.1958,0.282
0.110953,0.1002,-0.0247,-0.2020,0.227
0.115848,0.0846,0.0178,-0.0895,0.124
0.120678,0.0928,0.0593,-0.0392,0.117
0.125584,0.0199,0.1095,-0.0078,0.112
0.130726,-0.0003,0.0214,-0.0187,0.028
0.136777,-0.0302,-0.0663,-0.0004,0.073
0.140572,-0.0029,-0.0587,0.0134,0.060
0.145788,-0.0138,-0.1086,-0.0156,0.111
0.154619,0.0325,-0.1397,-0.0252,0.146
0.155622,0.0452,-0.1617,-0.0013,0.168
0.160503,0.0388,-0.1601,0.0177,0.166
0.165795,0.0469,-0.1301,-0.0110,0.139
0.170834,0.0834,-0.1146,-0.0302,0.145
0.175543,0.0769,-0.0945,0.0078,0.122
0.180493,0.0942,-0.0223,0.0028,0.097
0.185475,0.0877,-0.0317,-0.0641,0.113
0.190830,0.1190,-0.0839,-0.0536,0.155
0.195515,0.2148,-0.4110,0.0546,0.467
0.200374,-0.0751,-0.1466,0.1911,0.252
0.205516,-0.2610,-0.1811,0.1811,0.366
0.210345,-0.1296,-0.8021,-0.1451,0.825
0.215371,-0.1491,-0.8936,-0.4289,1.002
0.220370,-0.7335,-0.1356,-0.1778,0.767
0.225270,-0.3733,-0.5203,0.1257,0.653
0.230705,-0.0876,-0.5987,0.1473,0.623
0.235225,-0.1939,-0.1547,0.1548,0.292
0.240220,-0.0956,-0.0186,0.2112,0.233
0.245507,-0.1122,0.0875,0.0202,0.144
0.254061,-0.2094,0.3114,-0.0598,0.380
0.255107,-0.1778,0.4770,-0.0628,0.513
0.260164,-0.0473,0.5803,-0.1219,0.595
0.265018,0.0480,0.7221,-0.0844,0.729
0.270339,0.2648,0.5270,0.0398,0.591
0.275446,0.3508,0.2686,0.0543,0.445
0.280086,0.3928,0.3130,0.1450,0.523
0.285066,0.4727,0.2061,0.0679,0.520
0.290497,0.4289,0.1011,-0.0148,0.441
0.295207,0.3051,0.0928,0.0921,0.332
0.300159,0.2396,-0.1285,0.2115,0.344
0.305024,-0.1340,-0.1425,0.3436,0.395
0.309928,-0.5807,-0.0596,0.3978,0.706
0.315117,-0.6435,-0.0140,0.5079,0.820
0.320131,-0.5638,-0.0203,0.7554,0.943
0.325363,-0.4996,-0.3779,0.8831,1.083
0.329833,-0.5982,-0.7236,1.0970,1.444
0.334899,-0.6485,-0.9156,1.1291,1.592
0.339818,-0.7126,-1.1024,1.2040,1.781
0.345018,-0.5955,-1.1271,1.1363,1.708
0.350375,-0.4175,-1.0765,1.0122,1.535
0.354733,-0.3690,-1.0363,0.8746,1.405
0.363867,-0.3914,-0.9350,0.7560,1.265
0.365442,-0.4553,-0.8543,0.6987,1.194
0.369743,-0.5417,-0.8653,0.6504,1.210
0.375207,-0.4228,-0.7066,0.7310,1.101
0.379702,-0.3993,-0.6408,0.5824,0.954
0.384674,-0.4325,-0.9521,0.4016,1.120
0.389763,-0.2656,-1.0056,0.3412,1.095
0.394845,-0.1702,-0.9749,0.2278,1.016
0.399857,-0.2074,-0.9173,0.1902,0.959
0.404603,-0.2485,-0.8987,0.2139,0.957
0.410171,-0.1707,-0.8279,0.3424,0.912
0.414717,-0.1226,-0.7618,0.4040,0.871
0.419596,-0.2421,-0.6379,0.3852,0.784
0.424937,-0.3087,-0.6377,0.1864,0.733
0.429636,-0.2610,-0.6555,0.0938,0.712
0.434572,-0.0893,-0.7211,0.2620,0.772
0.439426,0.0162,-0.8830,0.3840,0.963
0.444581,-0.0160,-1.1977,0.4430,1.277
0.449894,-0.0957,-1.4503,0.4647,1.526
0.454752,-0.1696,-1.5570,0.5161,1.649
0.459321,-0.1902,-1.5905,0.4542,1.665
0.464674,-0.2626,-1.6180,0.3466,1.675
0.469987,-0.3672,-1.5728,0.2507,1.634
0.475411,-0.3095,-1.4459,0.1671,1.488
0.479472,-0.0347,-1.3223,0.2011,1.338
0.484296,-0.0184,-1.3832,0.1079,1.388
0.489313,0.2200,-1.4370,0.1377,1.460
0.494540,0.4304,-1.5122,0.0825,1.574
0.499816,0.4619,-1.5093,-0.0581,1.579
0.504288,0.2960,-1.3628,-0.4936,1.479
0.509318,-0.0555,-1.5281,-1.1648,1.922
0.514110,-0.1299,-1.6466,-1.3524,2.135
0.519302,-0.1392,-1.3908,-0.7478,1.585
0.524421,-0.6850,-1.0491,0.0009,1.253
0.529530,-1.3087,-0.6744,0.7719,1.662
0.534315,-1.5542,-0.3064,1.1453,1.955
0.539034,-1.5519,0.0081,0.9330,1.811
0.544058,-1.3101,0.2297,0.5792,1.451
0.549786,-1.0442,0.2550,0.2976,1.115
0.554022,-0.7969,0.1565,0.1784,0.832
0.558920,-0.5017,0.1163,0.1594,0.539
0.563968,-0.2212,0.1535,0.1742,0.321
0.569237,-0.0659,0.1970,0.2804,0.349
0.575275,0.0757,0.1823,0.1903,0.274
0.579084,0.0940,0.0718,0.0326,0.123
0.583909,-0.1057,0.0376,-0.1216,0.165
0.589475,-0.3415,-0.0208,-0.2529,0.425
0.594000,-0.4569,-0.0888,-0.3212,0.566
0.599790,-0.2228,-0.1565,-0.3264,0.425
0.603725,0.0908,-0.2281,-0.0025,0.246
0.608783,0.2071,-0.2852,0.2718,0.445
0.613748,0.0931,-0.3709,0.1766,0.421
0.618678,-0.1214,-0.3269,-0.0199,0.349
0.623757,-0.5072,-0.2244,-0.0992,0.563
0.628725,-1.1117,0.0246,-0.0534,1.113
0.633685,-1.6278,0.3763,0.1314,1.676
0.639163,-1.9342,0.8423,0.3472,2.138
0.643752,-1.8623,1.1462,0.6409,2.279
0.649714,-1.7319,1.4948,1.0877,2.533
0.653714,-1.6073,1.7262,1.3642,2.725
0.659116,-1.2693,1.5782,1.4804,2.509
0.664125,-0.8976,1.1301,1.3065,1.947
0.670418,-0.5670,0.5830,0.8120,1.149
0.673771,-0.3663,0.1566,0.2107,0.451
0.678542,-0.2418,-0.0496,-0.1776,0.304
0.683503,-0.0441,0.0440,-0.2908,0.297
0.688842,-0.3089,0.4943,-0.2921,0.652
0.693500,-1.7965,1.6612,-0.5323,2.504
0.698495,-2.0445,2.2518,-0.5446,3.090
0.703588,-1.0413,2.2495,0.0097,2.479
0.708787,-1.1392,3.2324,0.0905,3.428
0.713370,-1.0006,4.3986,0.1724,4.514
0.718494,-0.3642,5.0102,0.6651,5.067
0.723502,-0.2425,5.6371,0.8485,5.706
0.728442,-0.0769,5.8455,0.8382,5.906
0.733397,1.1488,4.2807,0.3941,4.450
0.738501,2.7459,1.3586,-0.7881,3.163
0.743257,3.5349,-1.3050,-1.6317,4.106
0.748179,2.6472,-1.4174,-2.4420,3.870
0.753234,0.7692,-0.3531,-2.0878,2.253
0.759857,-0.8624,0.2823,-0.7571,1.182
0.763808,-1.1943,-0.0845,0.0840,1.200
0.768580,-0.8268,-0.8560,0.5922,1.329
0.773153,0.0162,-1.5565,0.9275,1.812
0.778186,1.1262,-1.7443,1.0717,2.337
0.783126,2.6954,-1.5067,1.3747,3.380
0.788060,4.1804,-1.0671,2.2102,4.848
0.793030,2.1229,-1.8007,1.8238,3.328
0.797919,-4.0117,-3.4491,0.7664,5.346
0.802975,-4.3966,-2.5894,1.5080,5.321
0.807896,-2.1715,-1.1945,2.3209,3.395
0.813062,-1.2234,-0.7193,2.8182,3.155
0.817858,-0.3469,-0.8299,3.2408,3.363
0.822968,0.8089,-1.2828,3.4984,3.813
0.827919,1.9281,-1.7236,3.7592,4.563
0.832905,2.7080,-1.9562,4.2648,5.417
0.837909,3.1087,-1.9039,4.9115,6.116
0.842988,3.1839,-1.6645,5.4969,6.567
0.847788,3.1442,-1.3815,5.9504,6.870
0.852873,3.1624,-1.0216,6.3452,7.163
0.860036,3.2766,-0.8282,6.5624,7.382
0.862935,3.7083,-1.0022,6.6030,7.639
0.867906,4.2713,-1.0868,6.4219,7.789
0.878116,4.3030,-0.6286,5.7818,7.235
0.885279,4.3677,-0.2085,5.0094,6.649
0.885679,4.3078,0.2421,4.2086,6.027
0.892746,4.1561,0.5109,3.3998,5.394
0.893072,3.9850,0.5655,2.7392,4.869
0.897467,3.8802,0.5467,2.1853,4.487
0.903035,4.0242,0.4601,1.5392,4.333
0.908049,4.4223,0.1911,1.0335,4.545
0.912897,4.6087,-0.1768,0.3956,4.629
0.917529,4.4287,-0.5105,-0.6101,4.500
0.922423,3.9461,-0.7878,-1.7391,4.384
0.927543,3.2743,-1.0225,-2.4390,4.209
0.932826,2.4796,-1.0867,-2.6011,3.754
0.937607,1.3845,-1.0344,-2.7620,3.258
0.942712,-0.0421,-0.7745,-3.2213,3.313
0.947523,-1.3817,-0.4951,-3.4060,3.709
0.952581,-3.1954,0.3693,-3.4826,4.741
0.962160,-4.9609,1.1913,-3.5633,6.223
0.962846,-5.9838,1.1915,-3.6512,7.110
0.969246,-5.9884,0.5523,-3.7608,7.093
0.972381,-5.3684,-0.3338,-3.7545,6.560
0.977290,-5.0376,-0.8604,-3.5022,6.195
0.983118,-5.1024,-0.9567,-2.9072,5.950
0.987252,-5.1889,-0.8776,-2.2495,5.723
0.992312,-5.1102,-0.9061,-1.6179,5.436
0.997166,-4.9331,-0.9948,-1.0391,5.139
1.003103,-4.8306,-1.2584,-0.6515,5.034
1.008037,-4.6225,-1.5918,-0.3528,4.902
1.012380,-4.2954,-1.8276,-0.0955,4.669
1.017174,-4.0078,-1.8510,-0.0764,4.415
1.022115,-3.6684,-1.7389,-0.3635,4.076
1.027203,-3.3676,-1.5823,-0.8774,3.823
1.032596,-3.3549,-1.5345,-1.5114,3.987
1.036934,-3.3124,-1.6048,-2.1468,4.261
1.042393,-3.2123,-1.5684,-2.8015,4.542
1.046964,-3.0836,-1.4066,-3.3101,4.737
1.052004,-3.2670,-1.1342,-3.6015,4.993
1.061107,-3.6577,-0.8140,-3.8437,5.368
1.062157,-3.9507,-0.4464,-4.0076,5.645
1.069356,-3.9685,-0.2181,-4.1537,5.749
1.071832,-3.8887,-0.1913,-4.1863,5.717
1.076759,-3.7881,-0.2797,-3.9995,5.516
