0.002548,0.0934,-0.1781,0.0524,0.208
0.002813,0.0669,-0.2025,0.0312,0.216
0.005950,0.0016,-0.1706,0.0877,0.192
0.011848,-0.0692,-0.1785,0.1696,0.256
0.016532,-0.1265,-0.1356,0.2580,0.318
0.020649,-0.1042,-0.1709,0.2724,0.338
0.025749,-0.0409,-0.2220,0.3227,0.394
0.030731,-0.0224,-0.3127,0.3232,0.450
0.036652,0.1086,-0.6469,0.3407,0.739
0.040616,0.0749,-0.9321,0.5218,1.071
0.045656,-0.0666,-0.8456,0.8557,1.205
0.050626,0.0661,-0.8275,0.6947,1.082
0.055791,0.2014,-0.7680,0.4324,0.904
0.061778,0.3265,-0.7054,0.1405,0.790
0.065764,0.4376,-0.6204,-0.1574,0.775
0.070648,0.4785,-0.5175,-0.3338,0.780
0.076212,0.5496,-0.4015,-0.5086,0.850
0.083968,0.5845,-0.4099,-0.6918,0.994
0.086960,0.6075,-0.4419,-0.8790,1.156
0.090743,0.5474,-0.4779,-0.9562,1.201
0.096862,0.4321,-0.5847,-0.9335,1.183
0.100519,0.2790,-0.8142,-0.8346,1.199
0.105684,0.3981,-0.8096,-0.9210,1.289
0.111415,0.5035,-0.6250,-0.8826,1.193
0.115474,0.4814,-0.4047,-0.7771,1.000
0.120287,0.4843,-0.1966,-0.7046,0.877
0.125451,0.2339,-0.3193,-0.5972,0.717
0.130418,0.0877,-0.4802,-0.6405,0.805
0.140056,0.2365,-0.4134,-0.7186,0.862
0.140646,0.3123,-0.4199,-0.8934,1.035
0.145359,0.4494,-0.3611,-1.0503,1.198
0.150261,0.5104,-0.2758,-1.1038,1.247
0.155329,0.4533,-0.2545,-1.1686,1.279
0.160222,0.3118,-0.2917,-1.1782,1.253
0.165409,0.2053,-0.3120,-1.0697,1.133
0.173721,0.1383,-0.2203,-0.9914,1.025
0.175326,0.1350,-0.1836,-0.9767,1.003
0.180140,0.1290,-0.0634,-1.0017,1.012
0.185393,0.0923,-0.0027,-0.9429,0.947
0.190073,0.0344,0.1138,-0.7593,0.769
0.195244,-0.0782,0.2468,-0.4693,0.536
0.200023,-0.2560,0.3400,-0.2555,0.496
0.205035,-0.3734,0.4016,-0.0424,0.550
0.209930,-0.7663,0.6565,0.5929,1.170
0.215047,-2.0008,1.7248,2.3250,3.519
0.219979,-3.4222,2.6711,4.1884,6.032
0.225051,-3.6927,3.3068,4.3456,6.592
0.229984,-2.6756,3.2800,3.3043,5.370
0.234858,-1.3777,2.6240,2.0615,3.610
0.239897,-0.2811,1.3557,0.6031,1.510
0.244930,-0.0166,0.3479,-0.4940,0.604
0.249890,-0.1178,0.2303,-0.8052,0.846
0.254816,-0.1434,0.3641,-0.7812,0.874
0.259872,-0.1392,0.4612,-0.5601,0.739
0.265344,-0.0462,0.6024,-0.4667,0.763
0.273837,-0.0269,0.5244,-0.4524,0.693
0.274762,-0.1106,0.3421,-0.4010,0.539
0.279893,-0.1262,0.1123,-0.4928,0.521
